Data;Ora;ARIMA;UCM;ML
2020-10-22;7;2660952.7249219213;2801974.2055672472;1834151.3932605693
2020-10-22;8;2991782.591197788;3172235.6754064667;2444256.8770677447
2020-10-22;9;3517907.345830095;3771603.506382136;2997011.2809437807
2020-10-22;10;3710923.659524033;4001776.343326281;3301728.629653767
2020-10-22;11;3732527.29796901;4087771.612600014;3308304.472526278
2020-10-22;12;3767838.1085397946;4180275.500894231;3123036.516375106
2020-10-22;13;3680025.0737992297;4080918.543849051;2917403.837693123
2020-10-22;14;3583613.6006053924;3989031.354881137;2817882.888379276
2020-10-22;15;3646628.169317948;4087683.010457446;2864722.631264096
2020-10-22;16;3706556.372292687;4160601.270134616;3047022.985449738
2020-10-22;17;3864340.832279517;4312259.500818624;3347294.793915044
2020-10-22;18;4074475.1730772015;4492147.548893055;3735043.4924143367
2020-10-22;19;4383145.417812212;4786018.259005095;4122786.612956102
2020-10-22;20;4531412.802396631;4945397.215969498;4355321.757874109
2020-10-22;21;4675019.411264181;5085720.112013669;4278066.754248494
2020-10-22;22;4370722.020712972;4665402.629408558;3845062.138932725
2020-10-22;23;3919749.952630477;4182839.172391644;3170949.5618313258
2020-10-22;24;3424794.170285835;3678019.400141122;2468497.9373313896
2020-10-23;1;2976800.223587396;3192421.3453095797;1914919.306528528
2020-10-23;2;2695428.194860184;2876356.801729377;1558570.524197938
2020-10-23;3;2550541.7321731057;2715104.9163949443;1342692.1181996854
2020-10-23;4;2482217.744698426;2646674.929512827;1214165.0365960512
2020-10-23;5;2462768.4212436173;2638108.9696330964;1206155.313788002
2020-10-23;6;2524602.6618566844;2708090.027494885;1410969.3328907143
2020-10-23;7;2694167.366960888;2931684.3048556256;1868062.680804384
2020-10-23;8;3042048.4003725965;3297784.082940964;2477590.203791932
2020-10-23;9;3591778.438674647;3893652.3176067816;3029766.150940661
2020-10-23;10;3803239.7733954247;4121040.190841494;3333905.0717259664
2020-10-23;11;3837934.850369237;4204930.626540546;3339903.0647913693
2020-10-23;12;3884273.430089332;4295876.26223693;3154058.4102508207
2020-10-23;13;3800341.564495321;4195268.903146196;2947850.781098896
2020-10-23;14;3703567.430172503;4102095.862307776;2847757.248258919
2020-10-23;15;3767427.533180829;4198986.195638631;2894027.41518776
2020-10-23;16;3823615.093376798;4269146.075599613;3075761.8622987946
2020-10-23;17;3975661.948447078;4416467.788403385;3375472.1135720154
2020-10-23;18;4175589.286814864;4589828.766849591;3762664.304330644
2020-10-23;19;4469345.35473779;4874371.107947093;4149856.683748777
2020-10-23;20;4592385.800170852;5021047.538234288;4381847.58754316
2020-10-23;21;4704573.298246501;5144796.328533491;4304055.591171511
2020-10-23;22;4363874.892786608;4703647.956921159;3870521.993689324
2020-10-23;23;3880493.4990870864;4195757.6823274335;3195889.219428316
2020-10-23;24;3360365.2292684047;3661050.848033363;2492926.968112573
2020-10-24;1;2894227.0337866494;3141137.7276926613;1938848.0757667408
2020-10-24;2;2596847.057243154;2786671.9036058583;1582010.199745695
2020-10-24;3;2435506.5736594424;2583486.8030999694;1365654.6769499732
2020-10-24;4;2350349.6535973586;2470350.501947909;1236663.2691613338
2020-10-24;5;2313865.5592373502;2415249.408897815;1228202.8274926555
2020-10-24;6;2355566.089966135;2437966.244861649;1432580.553163071
2020-10-24;7;2498894.199952232;2614782.397157421;1889252.8507161515
2020-10-24;8;2807999.2114564967;2935872.251982398;2498375.381938946
2020-10-24;9;3303478.121585686;3489792.6942867218;3050163.2075165324
2020-10-24;10;3489711.0591748203;3679541.4300142745;3353931.6827720543
2020-10-24;11;3517637.903732044;3731239.90082923;3359577.704628265
2020-10-24;12;3560473.068427805;3796412.254204536;3173400.342057011
2020-10-24;13;3487839.162804143;3677200.43209616;2966880.0456682565
2020-10-24;14;3406668.55373088;3573073.7325893776;2866494.650875113
2020-10-24;15;3476193.0454292726;3666838.564652617;2912494.510647398
2020-10-24;16;3541419.264874105;3741549.965379328;3093980.938065865
2020-10-24;17;3697970.735441532;3900611.1726218383;3393466.171107201
2020-10-24;18;3901528.612412809;4092078.8446860034;3780457.038555156
2020-10-24;19;4195066.103913968;4399964.844318559;4167472.460648508
2020-10-24;20;4329418.235574417;4573820.255866656;4399311.420019129
2020-10-24;21;4452809.515024662;4726963.066596959;4321393.113076626
2020-10-24;22;4144301.082801119;4315650.486599172;3887759.4320296696
2020-10-24;23;3694884.260281611;3836187.552463732;3213053.3649581424
2020-10-24;24;3205136.47810331;3326655.7203326584;2510045.144158625
2020-10-25;1;2762538.7500712285;2826914.6791774444;1955948.1052130037
2020-10-25;2;2477903.496140856;2486047.4790060986;1599120.3707980337
2020-10-25;3;2320774.326622431;2288579.5661005527;1382803.7069330902
2020-10-25;4;2234304.868549838;2172307.848000536;1253880.266935056
2020-10-25;5;2192365.86343456;2104646.6529270387;1245517.2544302314
2020-10-25;6;2222752.980209926;2105252.667996627;1450022.182596803
2020-10-25;7;2346909.411911346;2250756.19605475;1906851.7261496023
2020-10-25;8;2623740.691549348;2532164.327560379;2516161.773853718
2020-10-25;9;3070422.8591632955;3039338.05826629;3068167.568981675
2020-10-25;10;3226714.889086372;3177016.775264657;3372184.6038106787
2020-10-25;11;3236893.3158868747;3173446.6116059264;3378109.865672851
2020-10-25;12;3262684.6857527588;3182585.817578097;3192242.46620212
2020-10-25;13;3185797.255493771;3009229.800472037;2986062.8500985974
2020-10-25;14;3105301.707842179;2855617.5846678065;2886048.7973591946
2020-10-25;15;3166732.9330975013;2907329.4847137216;2932450.555314553
2020-10-25;16;3229454.688486505;2950082.1409316533;3114369.2804593337
2020-10-25;17;3381753.637578447;3089712.104212268;3414317.0026432737
2020-10-25;18;3584870.4711603164;3276370.557010046;3801800.2904703
2020-10-25;19;3880606.13120337;3595724.964138235;4189337.751560832
2020-10-25;20;4039971.048791811;3798457.860571534;4421728.003106215
2020-10-25;21;4199671.605567722;3998428.200028636;4344389.823058666
2020-10-25;22;3957882.4985648366;3651799.499725132;3911364.6320487615
2020-10-25;23;3579063.4646123326;3254128.7993806014;3237294.893372094
2020-10-25;24;3153582.6623022296;2842101.5061752624;2534950.261426231
2020-10-26;1;2764216.8049233737;2453565.6404585754;1981543.440931665
2020-10-26;2;2523700.747649727;2235034.7506447323;1625431.8710479203
2020-10-26;3;2407200.446122789;2167988.173894794;1409856.5819382796
2020-10-26;4;2360618.6167720845;2186801.8301233365;1281698.9392197446
2020-10-26;5;2358928.077223297;2255212.574595473;1274125.3075578404
2020-10-26;6;2434221.016065561;2389073.606259669;1479442.3105676326
2020-10-26;7;2613479.319410728;2661223.1274349974;1937105.68357341
2020-10-26;8;2967086.591532943;3059026.3668060717;2547270.326995205
2020-10-26;9;3520342.010318868;3668987.404839108;3100150.447784716
2020-10-26;10;3743604.335805434;3892898.7645424553;3405060.455075636
2020-10-26;11;3791929.3918635887;3956580.174592196;3411896.20722097
2020-10-26;12;3850230.826228797;4012175.145491892;3226955.642498643
2020-10-26;13;3777719.090648867;3863344.283250942;3021717.9891285817
2020-10-26;14;3690667.038164098;3711914.305736544;2922659.7690380057
2020-10-26;15;3762607.73797776;3743790.828014624;2970029.931388384
2020-10-26;16;3826439.42312275;3745740.473576818;3152928.296082489
2020-10-26;17;3986198.6221669726;3825334.06308721;3453865.519678444
2020-10-26;18;4194512.039033838;3935075.163616327;3842346.762624232
2020-10-26;19;4498185.606439161;4163512.543080071;4230889.191298814
2020-10-26;20;4631305.463579091;4264630.421855159;4464289.950775364
2020-10-26;21;4754667.04445086;4355886.4021370085;4387966.31784701
2020-10-26;22;4420650.274767938;3897206.344914771;3955958.1851447984
2020-10-26;23;3940980.304128521;3387935.6065878435;3282906.463415643
2020-10-26;24;3422166.4646386746;2868437.228053661;2581579.231970611
2020-10-27;1;2956224.239541732;2379996.003550274;2029187.600650637
2020-10-27;2;2660895.306587897;2072202.7726208807;1674087.3959218368
2020-10-27;3;2503935.226938667;1929152.1373835655;1459518.0200356953
2020-10-27;4;2424822.3050928386;1887290.583459244;1332359.1981133232
2020-10-27;5;2395760.402920687;1911820.9348367888;1325775.644094274
2020-10-27;6;2447844.278298459;2019422.5487487123;1532072.3232917793
2020-10-27;7;2606308.1801759624;2283110.293931487;1990703.307811414
2020-10-27;8;2939353.646306549;2689792.193252062;2601821.832581408
2020-10-27;9;3470354.820696785;3324920.8902344573;3155640.439471701
2020-10-27;10;3678712.470868288;3588704.649977007;3461471.875681179
2020-10-27;11;3720548.439474114;3704926.193484697;3469210.3435141854
2020-10-27;12;3777911.729072549;3823334.195403943;3285152.1338477437
2020-10-27;13;3712149.429345386;3744942.037246687;3080774.838900613
2020-10-27;14;3636327.092521472;3668788.127531169;2982553.3587901923
2020-10-27;15;3720894.5711414674;3777961.090464016;3030735.037841245
2020-10-27;16;3800923.82317187;3856490.715011116;3214418.110879099
2020-10-27;17;3979394.1099853856;4009392.051833428;3516111.671880705
2020-10-27;18;4209414.957286889;4186883.060696189;3905319.343966823
2020-10-27;19;4538074.569156538;4475571.11309336;4294556.784295359
2020-10-27;20;4696153.816958097;4627899.766124757;4528619.659306847
2020-10-27;21;4843757.817356655;4760224.062090572;4452923.800653244
2020-10-27;22;4521794.283895647;4331822.892259833;4021507.691899744
2020-10-27;23;4044497.741163307;3841848.002921331;3349010.873326504
2020-10-27;24;3520635.6604581573;3330901.261829606;2648200.0952106374
2020-10-28;1;3045851.4688089094;2840900.9202126013;2096285.1819042976
2020-10-28;2;2743013.4855068773;2522413.6938765114;1741620.720813119
2020-10-28;3;2580077.54860614;2360788.8800873845;1527444.9238124797
2020-10-28;4;2495169.151021007;2293934.879058678;1400636.376602706
2020-10-28;5;2459860.454614553;2288647.646096424;1394358.707037477
2020-10-28;6;2506016.1646419247;2363254.106980556;1600915.8499645223
2020-10-28;7;2658921.4609255427;2592397.067185643;2059760.9045892728
2020-10-28;8;2986944.9937169207;2964524.686430459;2671046.192843186
2020-10-28;9;3511849.413161865;3566482.434193332;3224983.4052494643
2020-10-28;10;3706918.58663383;3799675.446513681;3530884.50127084
2020-10-28;11;3733576.3476123423;3888851.1652445407;3538642.9609887884
2020-10-28;12;3776504.356085161;3984467.9962516944;3354554.4201431945
2020-10-28;13;3698028.125664384;3887984.796347103;3150095.8846291737
2020-10-28;14;3612094.540009593;3798625.050407532;3051741.7384754578
2020-10-28;15;3687967.988800928;3899417.975930868;3099738.88159686
2020-10-28;16;3761832.647750324;3974115.849841234;3283185.1773666847
2020-10-28;17;3935914.0186369;4127272.92047153;3584589.422481915
2020-10-28;18;4164118.103167784;4308503.977775602;3973455.0180038074
2020-10-28;19;4493574.258081399;4603715.385012995;4362297.475177281
2020-10-28;20;4658070.727514843;4764597.450994484;4595912.391572544
2020-10-28;21;4815921.517597733;4906743.957751646;4519715.607689433
2020-10-28;22;4509046.407043038;4488705.162202844;4087745.694265771
2020-10-28;23;4046725.693297494;4008971.955681436;3414642.3575102724
2020-10-28;24;3535505.1268156352;3507581.3153178715;2713172.592780688
2020-10-29;1;3070361.006481729;3026002.7677319557;2160546.548843258
2020-10-29;2;2775553.110861706;2714482.1750423014;1805119.2169078896
2020-10-29;3;2620102.2989160144;2558179.0509651564;1590129.292062309
2020-10-29;4;2542193.398926482;2494938.2473625364;1462455.9223717477
2020-10-29;5;2513297.3677900173;2491606.439618855;1455263.3770173446
2020-10-29;6;2566225.674037568;2566657.7049250137;1660856.31053213
2020-10-29;7;2727145.9171453966;2794956.255716523;2118688.6198185664
2020-10-29;8;3066266.300898891;3165221.100517728;2728913.5015427712
2020-10-29;9;3605560.8350331807;3764592.310636775;3281743.5974047454
2020-10-29;10;3803461.385221138;3994768.5309039527;3586491.8934606374
2020-10-29;11;3825678.87953298;4080767.187678636;3593052.970617985
2020-10-29;12;3861946.503380077;4173274.4676499777;3407723.6386007005
2020-10-29;13;3772013.7261386234;4073920.906456356;3201982.148986837
2020-10-29;14;3673263.635040598;3982037.117512691;3102304.201810025
2020-10-29;15;3737926.9621074665;4080692.1772841895;3148938.081687536
2020-10-29;16;3799428.8208019217;4153613.8453257456;3330983.1036623586
2020-10-29;17;3961242.870415191;4305275.488541578;3630949.581287435
2020-10-29;18;4176726.472788771;4485166.953313525;4018342.495690608
2020-10-29;19;4493228.654075875;4779041.084287015;4405678.999333473
2020-10-29;20;4645308.039403579;4938423.466275043;4637756.390003242
2020-10-29;21;4792614.845685773;5078749.791503256;4559992.265176323
2020-10-29;22;4480747.639453794;4658435.7422408415;4126427.006854016
2020-10-29;23;4018498.5817385786;4175875.7227235166;3451702.184446821
2020-10-29;24;3511139.281975652;3671059.392127708;2748586.7057705955
2020-10-30;1;3051907.503060744;3185464.783104233;2194292.678687169
2020-10-30;2;2763487.5243901224;2869403.6894836896;1837177.0973722
2020-10-30;3;2614991.05975178;2708155.258258726;1620480.7009458137
2020-10-30;4;2544987.4936984237;2639728.7296341206;1491084.7195949657
2020-10-30;5;2525092.685014248;2631166.2321581603;1482155.53974723
2020-10-30;6;2588539.063336448;2701150.756568208;1685999.965268865
2020-10-30;7;2762448.3569064094;2924748.504619907;2142074.0712978523
2020-10-30;8;3119202.668349061;3290851.7575371247;2750533.2584765325
2020-10-30;9;3682941.833534394;3886723.471173957;3301592.3949613823
2020-10-30;10;3899840.47743872;4114114.827517029;3604566.712483456
2020-10-30;11;3935487.3363962662;4198008.750460004;3609353.053448028
2020-10-30;12;3983074.857876945;4288957.877534074;3422250.501534352
2020-10-30;13;3897077.3739467217;4188354.013952994;3214739.5913274297
2020-10-30;14;3797907.162104781;4095184.4727544105;3113298.311458831
2020-10-30;15;3863462.096621208;4192078.3098534783;3158177.237259668
2020-10-30;16;3921150.801376788;4262241.697709253;3338477.973140523
2020-10-30;17;4077147.514143677;4409566.922532594;3636713.1171333184
2020-10-30;18;4282252.951111108;4582931.4171213405;4022389.9264835087
2020-10-30;19;4583592.427522751;4867477.278482549;4408027.817906408
2020-10-30;20;4709859.466307373;5014157.233152807;4638426.338062033
2020-10-30;21;4824999.7630551085;5137909.55195262;4559005.314394299
2020-10-30;22;4475656.946491085;4696764.712956632;4123807.336588293
2020-10-30;23;3979961.5033484497;4188877.975093168;3447476.1558818705
2020-10-30;24;3446559.447781915;3654174.6816414623;2742782.8327113856
2020-10-31;1;2968514.9235272645;3134265.106253406;2186941.595120213
2020-10-31;2;2663546.796243281;2779802.831227714;1828311.521293657
2020-10-31;3;2498104.2152907755;2576621.2838895693;1610135.3952422305
2020-10-31;4;2410798.8614168693;2463488.540010069;1479296.4495856778
2020-10-31;5;2373415.907454713;2408391.0083355187;1468963.0274393754
2020-10-31;6;2416229.678511496;2431111.4097760557;1671443.8406249264
2020-10-31;7;2563291.234741383;2607931.131647848;2126196.820280141
2020-10-31;8;2880409.247013286;2929024.560146339;2733379.1682449444
2020-10-31;9;3388720.5031279707;3482948.5802198285;3283207.496234818
2020-10-31;10;3579817.23442562;3672700.897810365;3584998.7187564345
2020-10-31;11;3608523.644610342;3724402.9545802777;3588651.2978289225
2020-10-31;12;3652524.479186178;3789578.8980006734;3400465.870766367
2020-10-31;13;3578070.1919013886;3670370.670025677;3191924.457284758
2020-10-31;14;3494855.571241328;3566247.568738718;3089506.460218343
2020-10-31;15;3566236.587412156;3660016.003106372;3133463.795841578
2020-10-31;16;3633209.9349556575;3734731.010220242;3312899.33403734
2020-10-31;17;3793878.943921107;3893795.8279308;3610326.860700964
2020-10-31;18;4002779.030263466;4085267.114542048;3995254.741371024
2020-10-31;19;4304001.536844958;4393156.732798866;4380203.419612616
2020-10-31;20;4441911.58156472;4567015.767046542;4609973.38576517
2020-10-31;21;4568579.761971848;4720162.204549884;4529985.326143334
2020-10-31;22;4252115.864344956;4308853.255396728;4094282.603036947
2020-10-31;23;3791065.557402362;3829393.95617565;3417509.652704997
2020-10-31;24;3288619.415303639;3319865.763026802;2712438.131795932
